TipoOp,ConsOP,Actividad,Descripcion Actividad,Version,Comentario,Proceso
FBREP,457,FORJ,FORJAR,6,"MPC=67
RECOGER
MOLDE=H-37 DIE-SET 1600


ESTAMPAR

MOLDE=H-161 DIE-SET 1600

DEBE SALIR DE FORJA CON UN B=31 TENER EN CUENTA LA PROFUNDIDAD DE HEXAGONO DESPUES DE REFRENTADO

NOTA: RETIRAR CASCARILLA DESPUES DE CALENTAMIENTO Y ANTES DE ESTAMPAR",30169435
FBREP,176,FORJ,FORJAR,2,"RECOGER
ESTAMPAR NB-41
PUNZONAR NB-41B

MPC=______

ENFRIAR AL AIRE

",1DCI020003
FBREP,100,FORJ,FORJAR,5,"MPC=34
MOLDE=1028 o 1054
DEBE SALIR DE FORJAS CON UN G=26.22

LOS ACEROS AL CARBONO O ALEADOS SE ENFRIAN AL AIRE, SE PONEN UNO AL LADO DEL OTRO TRATANDO DE LOGRAR UNA HOMOGENIZACION, PERO IGUAL HAY QUE NORMALIZAR",10020192
FBREP,3,FORJ,FORJAR,2,"MPC=160

MOLDE=NB-10

ESTAMPAR EN CALIENTE

RECOGER EN CALIENTE",4001899
FBREP,259,FORJ,FORJAR,1,"APLASTAR
DEFORMAR ÚLTIMO FILETE DE LA ROSCA

NOTA:

-REVISAR AJUSTE DE LA MAQUINA CON LA QUE SE VA  TROQUELAR LA TUERCA

-MONTAR EN EL CENTRO DEL TROQUEL
-NO SE MARCA EL GDO DE LA TUERCA PORQUE NO ES VISIBLE CUANDO SE DEFORMA EL FILETE.",PD0002111F
FBREP,255,FORJ,FORJAR,1,"APLASTAR
DEFORMAR ÚLTIMO FILETE DE LA ROSCA

NOTA:

-REVISAR AJUSTE DE LA MAQUINA CON LA QUE SE VA  TROQUELAR LA TUERCA

-MONTAR EN EL CENTRO DEL TROQUEL
-NO SE MARCA EL GDO DE LA TUERCA PORQUE NO ES VISIBLE CUANDO SE DEFORMA EL FILETE.",PD0002111F
FBREP,173,FORJ,FORJAR,1,APLASTAR CABEZA,PD0001788G
FBREP,163,FORJ,FORJAR,1,APLASTAR CABEZA,PD0001788G
FBREP,260,FORJ,FORJAR,8,"MPC=91
MOLDE=H-155A
DIE-SET 1600

DEBE SALIR DE FORJA CON UN B=37.45",10020190
FBREP,260,FORJ1,FORJAR1,8,,10020190
FBREP,463,FORJ1,FORJAR1,7,"MOLDE=NB-109
MPC=134(±1)

ENFRIAR AL AIRE
NOTA: DEBE SALIR DE FORJA ØE53XØI25X112",R1487D
FBREP,468,FORJ1,FORJAR1,7,"MOLDE=NB-109
MPC=134(±1)

ENFRIAR AL AIRE
NOTA: DEBE SALIR DE FORJA ØE53XØI25X112",R1487D
FBREP,454,FORJ1,FORJAR1,7,"MOLDE=NB-109
MPC=134(±1)

ENFRIAR AL AIRE
NOTA: DEBE SALIR DE FORJA ØE53XØI25X112",R1487D
FBREP,270,FORJ1,FORJAR1,6,"ESTAMPAR

MPC= 
NB-146

PUNZONAR



LA PESTAÑA DE Ø 77 DEBE SALIR DE FORJA 11mm ",6000036
FBREP,98,FORJ1,FORJAR1,2,,5860012237
FBREP,403,FORJ1,FORJAR1,3,"FORJAR BUJE

MOLDE=NB-206
MPC=164

DEBE SALIR CON DIMENSIONES DE ØE68XØI27X131",30351506A
FBREP,277,TROQ,TROQUELAR,2,APLASTAR CABEZA,PD0001788G
FBREP,476,TROQ,TROQUELAR,2,"•DESBARBAR:
•MOLDE:403A DIE SET 1611A

",30607413C
FBREP,407,TROQ,TROQUELAR,2,APLASTAR CABEZA,30351506E
FBREP,478,TROQ,TROQUELAR,3,"DESBARBAR
MOLDE#401A DIE-SET 102 ",30607413E
FBREP,451,TROQ,TROQUELAR,4,"4.1) DESBARBAR.
TROQUEL 504.",04774
FBREP,411,TROQ,TROQUELAR,4,"APLASTAR
DEFORMAR ÚLTIMO FILETE DE LA ROSCA

NOTA:

-REVISAR AJUSTE DE LA MAQUINA CON LA QUE SE VA  TROQUELAR LA TUERCA

-MONTAR EN EL CENTRO DEL TROQUEL
-NO SE MARCA EL GDO DE LA TUERCA PORQUE NO ES VISIBLE CUANDO SE DEFORMA EL FILETE.",30375034A
FBREP,177,MECA1,MECANIZAR1,1,"FRESAR  AGUJEROS
AVELLANAR",1DCI040005
FBREP,264,MECA1,MECANIZAR1,2,"FRESAR
PERFORAR
AVELLANAR",0206310173
FBREP,75,MECA1,MECANIZAR1,1,"FRESAR
",PD0001754J
FBREP,166,MECA1,MECANIZAR1,1,"FRESAR AGUJEROS
AVELLANAR",1ACI110001
FBREP,229,MECA1,MECANIZAR1,2,"MECANIZAR LADO PASO:

-FRESAR AGUJEROS
-AVELLANAR



",30179009C
FBREP,414,MECA1,MECANIZAR1,1,FRESAR SACADO DETALLE A,30392656C
FBREP,178,MECA1,MECANIZAR1,1,"PERFORAR AGUJEROS DEL ADIT.

",1DCI040006
FBREP,230,MECA1,MECANIZAR1,2,"MECANIZAR LADO PASO:

-FRESAR AGUJEROS
-AVELLANAR
",30179097D
FBREP,60,MECA1,MECANIZAR1,1,"FRESAR  AGUJEROS
AVELLANAR

",1465030D
FBREP,108,MECA1,MECANIZAR1,1,"FRESAR AGUJEROS
AVELLANAR",PD0001920A
FBREP,95,MECA1,MECANIZAR1,1,FRESAR,PD0001876C
FBREP,97,MECA1,MECANIZAR1,1,"CILINDRAR
REFRENTAR
CHAFLANAR
RANURAR
TRONZAR
",PD016002
FBREP,150,MECA1,MECANIZAR1,3,"FRESAR AGUJERO
AVELLANAR
",PD0001061D
FBREP,148,MECA1,MECANIZAR1,1,"FRESAR AGUJEROS 
AVELLANAR


",00004196
FBREP,241,MECA1,MECANIZAR1,2,"FRESAR AGUJEROS
AVELLANAR",1290005F
FBREP,419,MECA1,MECANIZAR1,1,"PERFORAR.
ORBITAR.
",30392656G
FBREP,415,MECA1,MECANIZAR1,1,FRESAR SACADO DETALLE A,30392656D
FBREP,59,MECA1,MECANIZAR1,2,"PERFORAR
FRESAR 
AVELLANAR
",1465030G
FBREP,335,MECA1,MECANIZAR1,3,"FRESAR  AGUJEROS
AVELLANAR

",54987-1C
FBREP,67,MECA1,MECANIZAR1,1,"PERFORAR
AVELLANAR",PD0001754D
FBREP,126,MECA1,MECANIZAR1,1,"FRESAR AJUSTANDO DIMENSIONES
PERFORAR

",PD0158822A
FBREP,96,MECA1,MECANIZAR1,1,RANURAR,PD0001876B
FBREP,89,MECA1,MECANIZAR1,1,"FRESAR
PERFORAR
",1ACI050002
FBREP,137,MECA1,MECANIZAR1,2,"FRESAR
PERFORAR
AVELLANAR",1ARU150002
FBREP,367,MECA1,MECANIZAR1,1,FRESAR CARAS,1122830NF
FBREP,51,MECA1,MECANIZAR1,2,"FRESAR
 AGUJEROS

AVELLANAR
",1480738B
FBREP,69,MECA1,MECANIZAR1,2,"FRESAR CARAS PLANAS
 AVELLANAR PERFORAR ",PD0001754F
FBREP,86,MECA1,MECANIZAR1,2,"FRESAR CARAS PLANAS
 AVELLANAR PERFORAR ",PD0001754F
FBREP,249,MECA1,MECANIZAR1,2,"MECANIZAR LADO PASO:

FRESAR AGUJEROS
AVELLANAR
",PD01923D
FBREP,66,MECA1,MECANIZAR1,2,"FRESAR 
AGUJEROS
AVELLANAR_____ PTNAS CAB, RAMAL IZQUIERDO
AVELLANAR_____ PTNAS CAB, RAMAL DERECHO
",PD0001754C
FBREP,52,MECA1,MECANIZAR1,2,"FRESAR
 AGUJEROS

AVELLANAR
",1480738D
FBREP,417,MECA1,MECANIZAR1,1,"FRESAR CONTORNO.
PERFORAR.
ORBITAR.
",30392656F
FBREP,65,MECA1,MECANIZAR1,2,"FRESAR 
AGUJEROS

AVELLANAR_____ PTNAS PIN EN EL RAMAL  IZQUIERDO
AVELLANAR_____ PTNAS PIN EN EL RAMAL  DERECHO
",PD0001754B
FBREP,117,MECA1,MECANIZAR1,2,"PERFORAR

FRESAR  AGUJEROS
AVELLANAR

",PD0001616C
FBREP,12,MECA1,MECANIZAR1,1,"REFRENTAR
CHAFLANAR ",1058930C
FBREP,237,MECA1,MECANIZAR1,2,"4.1).AJUSTAR MEDIDAS
4.2).FRESAR AGUJEROS  
4.3).ORBITAR AGUJERO DE Ø40mm, CON DIMENSIONES Y AJUSTE FINAL.
4.4).ORBITAR AGUJERO DE Ø25mm. APROXIMANDO  AJUSTE, DESPUES DE SOLDADO SE DA MEDIDA FINAL.
4.5).AVELLAN DE 0.5X45°
",16763A
FBREP,32,MECA1,MECANIZAR1,1,FRESAR,PD01422C
FBREP,416,MECA1,MECANIZAR1,1,"FRESAR CONTORNO.
PERFORAR.
ORBITAR.
",30392656E
FBREP,31,MECA1,MECANIZAR1,1,"FRESAR,PERFORAR Y AVELLANAR
",PD01422B
FBREP,61,MECA1,MECANIZAR1,1,"FRESAR  AGUJEROS
AVELLANAR

",1465030E
FBREP,64,MECA1,MECANIZAR1,2,"FRESAR 
AGUJEROS

AVELLANAR_____ PTNAS INT EN EL EXTREMO IZQUIERDO
AVELLANAR_____ PTNAS INT EN EL EXTREMO DERECHO
",PD0001754A
FBREP,30,MECA1,MECANIZAR1,1,FRESAR ,PD01422A
FBREP,116,MECA1,MECANIZAR1,2,"FRESAR  AGUJEROS
AVELLANAR",PD0001616B
FBREP,112,MECA1,MECANIZAR1,1,"FRESAR CARA PLANA 
PERFORAR

",PD0001920E
FBREP,447,PROT,PROTEGER,3,7.1).LARK OIL PO,1000278461
FBREP,431,PROT,PROTEGER,3,7.1).LARK OIL PO,1000278461
FBREP,443,PROT,PROTEGER,1,7.1).LARK OIL PO DE SER NECESARIO.,APLICPINTU
FBREP,142,PROT,PROTEGER,3,LARK OIL PO,1ARU160005
FBREP,16,PROT,PROTEGER,1,LARK OIL PO,CBT8U82D
FBREP,477,PROT,PROTEGER,3,LARK OIL PO.,30607413D
FBREP,173,PROT,PROTEGER,1,LARK OIL PO,PD0001788G
FBREP,163,PROT,PROTEGER,1,LARK OIL PO,PD0001788G
FBREP,141,PROT,PROTEGER,4,LARK OIL PO,1ARU160001
FBREP,260,PROT,PROTEGER,8,LARK OIL PO,10020190
FBREP,242,PROT,PROTEGER,3,"PROTEGER CON LARK OIL PO: 
2.1).TRAMOS DE CDNA.
2.2).SISTEMA FUERA DE BORDA
-(ARANDELA,RODILLO,BUJE FORJADO) 

OJO:ANTES DE ENSAMBLAR A LA CDNA.
",1290005-1
FBREP,331,PROT,PROTEGER,1,4.1).LARK OIL PO.,26084-1
FBREP,136,PROT,PROTEGER,1,"LARK OIL PO

OJO:SOLO SI ES PARA STOCK.",1ARU140004
FBREP,464,PROT,PROTEGER,4,LARK OIL PO.,R1487
FBREP,208,PROT,PROTEGER,1,5.1).LARCK OIL PO,PD198314
FBREP,171,PROT,PROTEGER,2,"LARK OIL PO

",PD0001788F
FBREP,161,PROT,PROTEGER,2,"LARK OIL PO

",PD0001788F
FBREP,444,PROT,PROTEGER,6,LARK OIL PO,1ACI000000
FBREP,114,PROT,PROTEGER,1,LARK OIL PO,PD001616
FBREP,243,PROT,PROTEGER,4,LARK OIL PO.,4004359
FBREP,14,PROT,PROTEGER,2,"LARK OIL PO
",102316
FBREP,134,PROT,PROTEGER,5,LARK OIL PO.,1ARU000003
FBREP,428,TORN4,TORNEAR4,2,"SEGMENTOS:
8.1)MONTAR EN EL PLATO
8.2)ALESAR Ø INTERIOR Y CAJA 
8.3)CILINDRAR Ø EXTERIÓR
8.4)CHAFLANAR
8.5)MARCAR  SEGMENTOS CON NUMERACIÓN CON MARCADOR METALICO

COMPLETO:
8.6)ALESAR Ø INTERIOR Y CAJA 
8.7)PERFORAR
8.8)CILINDRAR Ø EXTERIÓR
8.9)CHAFLANAR
",PD0002355H
FBREP,427,TORN4,TORNEAR4,1,MARCAR PUNTOS DE ALABEO,PD0002587
FBREP,377,INSP,INSPECCIONAR,1,"VER PLANO 


NOTA: LLEVAR AL ÁREA DE SOLDADURA",PD0002495
FBREP,246,INSP,INSPECCIONAR,2,VER PLANO,PD01923A
FBREP,301,INSP,INSPECCIONAR,2,-VER PLANO ,1ACI020005
FBREP,354,INSP,INSPECCIONAR,2,"VER PLANO


NOTA: LLEVAR AL ÁREA DE SOLDADURA",PD0002309D
FBREP,350,INSP,INSPECCIONAR,1,6.1) VER PLANO,PD0002309
FBREP,417,INSP,INSPECCIONAR,1,"VER PLANO 

VERIFICAR DUREZA

NOTA:LLEVAR AL AREA DE SOLDADURA _____ PTNAS EL RESTO LLEVAR A ENSAMBLE
",30392656F
FBREP,271,INSP,INSPECCIONAR,3,"8.1) 
VER PLANO 

LISTA DE CHEQUEO PARA ENSAMBLAR
 MIRAR MANUAL DE CADENA Y REVISION CON SUPERVISORES",PD0001788
FBREP,371,INSP,INSPECCIONAR,1,10.1).VER PLANO,LA00084-1
FBREP,369,INSP,INSPECCIONAR,1,"d5 Min=2.0
a Max=6.0
d3=20.5 (+0.13/-0.42)
b Aprox=3.1",PD0002371
FBREP,475,INSP,INSPECCIONAR,1,"VER PLANO 


NOTA:LLEVAR AL AREA DE ENSAMBLE.
",30607413B
FBREP,261,INSP,INSPECCIONAR,2,VER PLANO,0206317017
FBREP,426,INSP,INSPECCIONAR,1,"-VER PLANO

NOTA:  SE DEBE ENVIAR SIN PINTAR.",PD0002586
FBREP,340,INSP,INSPECCIONAR,3,"VER PLANO

NOTA:
-LLEVAR AL ÁREA DE ENSAMBLE",54987-1H
FBREP,398,INSP,INSPECCIONAR,2,"VER PLANO 

NOTA: VERIFICAR DUREZA
",30321162D
FBREP,363,INSP,INSPECCIONAR,1,"VER PLANO  

",1122830NB
FBREP,282,INSP,INSPECCIONAR,2,-VER PLANO,PD0002299B
FBREP,490,INSP,INSPECCIONAR,2,"VER PLANO

NOTA:LLEVAR AL AREA DE ENSAMBLE.
",3586248A10
FBREP,382,INSP,INSPECCIONAR,1,"VER PLANO 

NOTA: LLEVAR AL AREA DE SOLDADURA",304499572A
FBREP,383,INSP,INSPECCIONAR,1,"VER PLANO



NOTA: LLEVAR AL ÁREA DE SOLDADURA",304499572B
FBREP,379,INSP,INSPECCIONAR,1,2.1).VER PLANO,PD0002496
FBREP,374,INSP,INSPECCIONAR,4,"15.1).VER PLANO

NOTA: UTILIZAR AYUDA MECANICA.",19619
FBREP,425,INSP,INSPECCIONAR,1,"(TORNILLO)
ENTRE CARAS A=14.27-13.81 
ALTURA CABEZA DEL TLLO B=6.80-5.74  
R=0.76-0.25
LR=25.4(±1)
L=31.75(±1)


DIAMETROS DE LAMINACION PARA TORNILLERIA DE PULGADA 
ANGULO DE ENTRADA DE ROSCA 22.5º(+/-2.5º)
DIANOMINAL=3/8 

DIAEXTERIOR=9,5-9,2

HPP=16      

TIPO=UNC

DIALAMINACION=8,44-8,45

VERIFICAR DUREZA PARA ""GDO8"" 33-39 HRC

(TUERCA)
DIANOMINAL=3/8  
ENTRECARAS=17.5-17
ALTURA DE TUERCA=9.55-8.7

DIAM INTERIOR
DIANOMINAL=3/8
DIAINTERIOR=7.8-8.15
HPP=16
TIPO=UNC

VERIFICAR 26-36 HRC

(ARANDELA)
Ø NOMINAL=3/8

Ø EXTERIOR A=20.65 (±0.8)
Ø INTERIOR B=10.31(+0.8)

ESP C=1.295-2.032

VERIFICAR 38-45 HRC
",PD0002585
FBREP,385,INSP,INSPECCIONAR,1,VER PLANO,PD02511
FBREP,381,INSP,INSPECCIONAR,1,"6.1).VER PLANO 

",30449957-2
FBREP,486,INSP,INSPECCIONAR,1,VER PLANO,30586248A5
FBREP,473,INSP,INSPECCIONAR,1,"5.1).

VER PLANO",30607413
FBREP,442,INSP,INSPECCIONAR,1,"NOTA: POR PARTE DEL AREA DE COMPRAS NO SE ENCUENTRA LA NORMA DIMENSIONAL PARA ESTA TUERCA.
-ESTE DISEÑO SE GENERA SOLO PARA ESTA OCASION.
-EN ESTA OCASION SE USA CODIGO PI DE TUERCA HEXAGONAL PERO SE REALIZA LA COMPRA DE TUERCA PHILLIDA.",PD0002979
FBREP,423,INSP,INSPECCIONAR,6,"DIAMETRO A=36.5(±0.8)

B=9.52 -9.0

C=11(±0.5)

D=19.7(-0.3)

L=50.8(±2)


DIAMETROS DE LAMINACION PARA TORNILLERIA DE PULGADA 
ANGULO DE ENTRADA DE ROSCA 22.5º(±2.5º)
DIANOMINAL=3/4
DIAEXTERIOR=19-18,7

HPP=10

TIPO=UNC

DIALAMINACION=17,33-17,35


CHAFLAN DE SALIDA 3.8x60",PD000814
FBREP,402,INSP,INSPECCIONAR,3,5.1).VER PLANO ,30351506
FBREP,281,INSP,INSPECCIONAR,2,-VER PLANO,PD0002299A
FBREP,412,INSP,INSPECCIONAR,2,VER PLANO,30392656
FBREP,408,INSP,INSPECCIONAR,1,"VER PLANO
VERIFICAR COMPONENTES
",PD00021991
FBREP,295,INSP,INSPECCIONAR,3,"VER PLANO



NOTA:
LLEVAR AL AREA DE SOLDADURA",1ACI050001
FBREP,315,INSP,INSPECCIONAR,1,10.1).VER PLANO,1ACI000009
FBREP,334,INSP,INSPECCIONAR,3,"VER PLANO

NOTA:
-VERIFICAR DUREZA
-LLEVAR AL ÁREA DE ENSAMBLE",54987-1B
FBREP,364,INSP,INSPECCIONAR,1,"VER PLANO
",1122830NC
FBREP,482,INSP,INSPECCIONAR,1,"-VERIFICAR SEGUN PLANO ÍTEM33
-VERIFICAR DUREZA 40-45 HR C",PD0002689
FBREP,265,INSP,INSPECCIONAR,2,VER PLANO ,0206310174
FBREP,466,INSP,INSPECCIONAR,7,"VER PLANO

-VERIFICAR DUREZA.

NOTA: LLEVAR AL AREA DE ENSAMBLE.",R1487B
FBREP,341,INSP,INSPECCIONAR,2,"DIAMETRO=7.9(±0.4)

A=28(±1)

B=54(±1)
",54987-1I
FBREP,280,INSP,INSPECCIONAR,1,"VER PLANO
 

LISTA DE CHEQUEO PARA ENSAMBLAR

MIRAR MANUAL DE CADENA Y REVISION CON SUPERVISORES 

",PD0002299
FBREP,294,INSP,INSPECCIONAR,3,"-VER PLANO 




",1ACI040006
FBREP,357,INSP,INSPECCIONAR,2,"DIANOMINAL=M20

ENTRE CARAS=30-29.16

ALTURA DE TUERCA=16-14.9

DIAINTERIOR=17.29-17.74
ºG=45
P=2.5


CLASE ""8"" VERIFICAR 88 HRB-30 HRC",30573114-2
FBREP,429,INSP,INSPECCIONAR,2,"DIANOMINAL=M20

ENTRE CARAS=30-29.16

ALTURA DE TUERCA=16-14.9

DIAINTERIOR=17.29-17.74
ºG=45
P=2.5


CLASE ""8"" VERIFICAR 88 HRB-30 HRC",30573114-2
FBREP,419,INSP,INSPECCIONAR,1,"VER PLANO 

VERIFICAR DUREZA

NOTA:LLEVAR AL AREA DE ENSAMBLE

",30392656G
FBREP,351,INSP,INSPECCIONAR,2,"VER PLANO
 
¡OJO! INSPECCIONAR CON GALGA Y DIMENSIONAL LA PESTAÑA DEL PISO (45.0mm-44.0mm)


NOTA: LLEVAR AL ÁREA DE SOLDADURA",PD0002309A
FBREP,388,INSP,INSPECCIONAR,3,"DIAMETRO A=82.55-81.55
B=63.5-62.5
C=12.7(+/-0.2)    
D=38.1(+/-0.5)
DIAMETRO S=6.35-6.65
U=161.925(-4.8)
LR=50.8(+4.8)
R=5mm(±1)
L=225.425(+/-4)     
LP=219.075(+0.2)
LT=263.52(+/-4)
DIAMETRO G=38.9(+/-0.2)
DIAMETRO F=50.80-50.83 (2.000""- 2.0015"")

DIAMETROS DE LAMINACION PARA TORNILLERIA DE PULGADA
ANGULO DE ENTRADA DE ROSCA 22.5º(+/-2.5º)
DIANOMINAL=2
DIAEXTERIOR=50,7-50,4
HPP=8     
TIPO=UN
DIALAMINACION=48,6-48,7
CHAFLAN DE SALIDA 4.75x60º",1100032312
FBREP,476,MARC,MARCAR,2,"•Línea 1: F-AÑO - (COLADA + MATERIAL)
•Línea 2: REFERENCIA
",30607413C
FBREP,229,MARC,MARCAR,2,"LINEA 1: F-AÑO - (COLADA + MATERIAL)
LINEA  2: REFERENCIA



",30179009C
FBREP,88,MARC,MARCAR,1," COLADA

NOTA: NO MARCAR EN LA CABEZA",PD0001754V
FBREP,118,MARC,MARCAR,4,"FB Y COLADA

NOTA: NO MARCAR EN EL LADO DE LA CABEZA",PD0001616D
FBREP,316,MARC,MARCAR,1,"COLADA 

NOTA: NO MARCAR POR EL LADO DE LA CABEZA",1ACI010003
FBREP,125,MARC,MARCAR,2,COLADA,PD01324D2
FBREP,145,MARC,MARCAR,1,COLADA,PD0001955A
FBREP,389,MARC,MARCAR,2,COLADA Y GDO8,110032312A
FBREP,414,MARC,MARCAR,1,"Línea 1: F-AÑO - (COLADA )
Línea 2: REFERENCIA + MATERIAL
",30392656C
FBREP,153,MARC,MARCAR,2,COLADA Y REFERENCIA,PD0001635C
FBREP,430,MARC,MARCAR,1,COLADA,1000134412
FBREP,230,MARC,MARCAR,2,"LINEA 1: F-AÑO - (COLADA + MATERIAL)
LINEA  2: REFERENCIA



",30179097D
FBREP,342,MARC,MARCAR,1,"LINEA 1: F-AÑO - (COLADA)
LINEA 2: REFERENCIA + MATERIAL",54987-1J
FBREP,85,MARC,MARCAR,1,COLADA,PD0001754U
FBREP,208,MARC,MARCAR,1,3.1).COLADA,PD198314
FBREP,37,MARC,MARCAR,1,COLADA Y FB-1100/300/6D,PD01337B
FBREP,83,MARC,MARCAR,1,DN1500 Y COLADA,30003966D
FBREP,29,MARC,MARCAR,1,COLADA,PD0001805A
FBREP,61,MARC,MARCAR,1,COLADA Y REFERENCIA,1465030E
FBREP,207,MARC,MARCAR,1,COLADA Y CL10,PD019833C
FBREP,375,MARC,MARCAR,3,COLADA,1021011210
FBREP,238,MARC,MARCAR,2,COLADA,16763B
FBREP,249,MARC,MARCAR,2,"Línea 1: F-AÑO - (COLADA)
Línea 2: REFERENCIA + MATERIAL",PD01923D
FBREP,66,MARC,MARCAR,2,"LINEA 1: F-AÑO - (COLADA + MATERIAL)
LINEA  2: REFERENCIA

MARCAR _____ PTNAS EXT CAB  EN EL EXTREMO IZQUIERDO
MARCAR _____ PTNAS EXT  CAB EN EL EXTREMO DERECHO
",PD0001754C
FBREP,69,MARC,MARCAR,2,"FB Y COLADA

NOTA: NO MARCAR EN LA CABEZA",PD0001754F
FBREP,86,MARC,MARCAR,2,"FB Y COLADA

NOTA: NO MARCAR EN LA CABEZA",PD0001754F
FBREP,367,MARC,MARCAR,1,"COLADA 



",1122830NF
FBREP,243,MARC,MARCAR,4,COLADA,4004359
FBREP,128,MARC,MARCAR,1,SEGÚN PLANO,PD00158821
FBREP,401,MARC,MARCAR,2,"COLADA SEGUN PLANO

NOTA: NO MARCAR EN LA CABEZA",4010593B
FBREP,237,MARC,MARCAR,2,"7.1).LINEA 1: F-AÑO - (COLADA + MATERIAL)
",16763A
FBREP,51,MARC,MARCAR,2,"COLADA/FBS Y REFERENCIA
",1480738B
FBREP,99,MARC,MARCAR,2,"COLADA Y GDO8

NOTA:MARCAR EN LA PARTE INFERIOR.",10020190
FBREP,100,MARC,MARCAR,5,"COLADA Y GDO8

NOTA:MARCAR EN LA PARTE INFERIOR.",10020192
FBREP,77,MARC,MARCAR,1,FB Y COLADA,PD0001754L
FBREP,64,MARC,MARCAR,2,"LINEA 1: F-AÑO - (COLADA + MATERIAL)
LINEA  2: REFERENCIA

MARCAR _____ PTNAS INT EN EL EXTREMO IZQUIERDO
MARCAR _____ PTNAS INT EN EL EXTREMO DERECHO",PD0001754A
FBREP,398,MARC,MARCAR,2,"Línea 1: F-AÑO - (COLADA )
Línea 2: REFERENCIA + MATERIAL
",30321162D
FBREP,297,MARC,MARCAR,2,"COLADA 

NOTA: NO MARCAR POR EL LADO DE LA CABEZA",1ACI010004
FBREP,16,MARC,MARCAR,1,COLADA Y GRADO B7,CBT8U82D
FBREP,32,MARC,MARCAR,1,COLADA ,PD01422C
FBREP,416,MARC,MARCAR,1,"Línea 1: F-AÑO - (COLADA )
Línea 2: REFERENCIA + MATERIAL
",30392656E
FBREP,116,MARC,MARCAR,2,"Línea 1: F-AÑO - (COLADA + MATERIAL)
Línea 2: REFERENCIA",PD0001616B
FBREP,300,MARC,MARCAR,2,14.1).COLADA Y REFERENCIA,PD0002111A
FBREP,112,MARC,MARCAR,1,"FB Y COLADA

NOTA: NO MARCAR EN EL LADO DE LA CABEZA",PD0001920E
FBREP,435,MARC,MARCAR,2,COLADA Y GDO8,PD000814-1
FBREP,2,MARC,MARCAR,1,COLADA Y FB,PD0001778
FBREP,358,MARC,MARCAR,3,"16.1)COLADA, MARCAR SEGUN PLANO.
16.2)REFERENCIA, SOLO SI ES NECESARIO.
16.3)MARCAR NUMERACION (CON SECUENCIA)
16.4) MARCAR FLECHA SENTIDO DE TRABAJO.",30573114-3
FBREP,217,MARC,MARCAR,2,"4.1).COLADA Y REFERENCIA

OJO:MITAD SON TAPAS IZQUIERDAS Y LA OTRA MITAD DERECHAS.",1495604B
FBREP,304,MARC,MARCAR,5,"16.1).COLADA, MARCAR SEGUN PLANO.
16.2).REFERENCIA, SOLO SI ES NECESARIO.
16.3).MARCAR NUMERACION (CON SECUENCIA)
16.4).MARCAR FLECHA SENTIDO DE TRABAJO.
",83094
FBREP,172,MARC,MARCAR,2,COLADA Y FB,PD0001788D
FBREP,162,MARC,MARCAR,2,COLADA Y FB,PD0001788D
FBREP,43,MARC,MARCAR,1,COLADA Y FB-1100/300/6D,PD01336B
FBREP,196,MARC,MARCAR,1,"COLADA 

NOTA:MARCAR EN LA CABEZA, LOS PASADORES DE LA CADENA VAN REMACHADO Y SE MARCAN POR EL LADO CABEZA.
",PD0001983J
FBREP,471,MARC,MARCAR,5,"COLADA

NOTA: NO MARCAR EN EL LADO DE LA CABEZA",R1487C
FBREP,171,MARC,MARCAR,2,FB Y COLADA,PD0001788F
FBREP,161,MARC,MARCAR,2,FB Y COLADA,PD0001788F
FBREP,175,MARC,MARCAR,1,COLADA Y FB,1DCI010003
FBREP,90,MARC,MARCAR,1,COLADA GDO8,PD000373
FBREP,14,MARC,MARCAR,2,"COLADA Y GDO8
",102316
FBREP,117,MARC,MARCAR,2,"Línea 1: F-AÑO - (COLADA + MATERIAL)
Línea 2: REFERENCIA",PD0001616C
FBREP,45,MARC,MARCAR,1,FB Y COLADA,PD01336D
FBREP,282,MARC,MARCAR,2,"Línea 1: F-AÑO - (COLADA + MATERIAL)
Línea 2: REFERENCIA

SOLO SI ES NECESARIO",PD0002299B
FBREP,417,MARC,MARCAR,1,"Línea 1: F-AÑO - (COLADA )
Línea 2: REFERENCIA + MATERIAL
",30392656F
FBREP,19,MARC,MARCAR,1,COLADA Y FB,PD01399K1
FBREP,52,MARC,MARCAR,2,"COLADA/FBS Y REFERENCIA
",1480738D
FBREP,167,VERI,VERIFICAR,1,VER PLANO,1ACI060001
FBREP,97,VERI,VERIFICAR,1,"VER PLANO



",PD016002
FBREP,80,VERI,VERIFICAR,1,"VER PLANO

",PD0001754Q
FBREP,38,VERI,VERIFICAR,1,"VER PLANO


NOTA: LLEVAR AL ÁREA DE SOLDADURA",PD01337C
FBREP,457,VERI,VERIFICAR,6,VERIFICAR ENSAMBLABILIDAD Y ESTADO DE LA ROSCA  MINIMO CON 2 TUERCAS TEMPLADAS ,30169435
FBREP,143,VERI,VERIFICAR,3,"VER PLANO  

",1ARU140003
FBREP,174,VERI,VERIFICAR,2,7.1).VER PLANO,PD0001635
FBREP,269,VERI,VERIFICAR,1,,PD002163-4
FBREP,270,VERI,VERIFICAR,6,VER PLANO ,6000036
FBREP,169,VERI,VERIFICAR,2,"VER PLANO
",PD0001788C
FBREP,158,VERI,VERIFICAR,2,"VER PLANO
",PD0001788C
